0001.png,[0. 0. 0. 0.],[[[0 0 0]]],0
0002.png,[0. 0. 0. 0.],[[[0 0 0]]],0
0003.png,[0. 0. 0. 0.],[[[0 0 0]]],0
0004.png,[0. 0. 0. 0.],[[[0 0 0]]],0
0005.png,[0. 0. 0. 0.],[[[0 0 0]]],0
0006.png,[0. 0. 0. 0.],[[[0 0 0]]],0
0007.png,[0. 0. 0. 0.],[[[0 0 0]]],0
0008.png,[0. 0. 0. 0.],[[[0 0 0]]],0
0009.png,[0. 0. 0. 0.],[[[0 0 0]]],0
0010.png,[0. 0. 0. 0.],[[[0 0 0]]],0
0011.png,[0. 0. 0. 0.],[[[0 0 0]]],0
0012.png,[0. 0. 0. 0.],[[[0 0 0]]],0
0013.png,[0. 0. 0. 0.],[[[0 0 0]]],0
0014.png,[0. 0. 0. 0.],[[[0 0 0]]],0
0015.png,[0. 0. 0. 0.],[[[0 0 0]]],0
0016.png,[0. 0. 0. 0.],[[[0 0 0]]],0
0017.png,[0. 0. 0. 0.],[[[0 0 0]]],0
0018.png,[0. 0. 0. 0.],[[[0 0 0]]],0
0019.png,[0. 0. 0. 0.],[[[0 0 0]]],0
0020.png,[0. 0. 0. 0.],[[[0 0 0]]],0
0021.png,[0. 0. 0. 0.],[[[0 0 0]]],0
0022.png,[0. 0. 0. 0.],[[[0 0 0]]],0
0023.png,[0. 0. 0. 0.],[[[0 0 0]]],0
0024.png,[0. 0. 0. 0.],[[[0 0 0]]],0
0025.png,[0. 0. 0. 0.],[[[0 0 0]]],0
0026.png,[0. 0. 0. 0.],[[[0 0 0]]],0
0027.png,[0. 0. 0. 0.],[[[0 0 0]]],0
0028.png,[0. 0. 0. 0.],[[[0 0 0]]],0
0029.png,[0. 0. 0. 0.],[[[0 0 0]]],0
0030.png,[0. 0. 0. 0.],[[[0 0 0]]],0
0031.png,[0. 0. 0. 0.],[[[0 0 0]]],0
0032.png,[0. 0. 0. 0.],[[[0 0 0]]],0
0033.png,[0. 0. 0. 0.],[[[0 0 0]]],0
0034.png,[0. 0. 0. 0.],[[[0 0 0]]],0
0035.png,[0. 0. 0. 0.],[[[0 0 0]]],0
